Date,Temperature,Demand,Price,IBEX35
2011-04-29,15.2,718151.4269999999,49.67,10858.4
2011-04-30,14.9,636041.6369999999,47.11,10858.4
2011-05-01,15.5,553106.0889999999,46.06,10858.4
2011-05-02,15.8,638821.664,50.09,10885.0
2011-05-03,16.6,713170.7010000001,50.27,10820.7
2011-05-04,16.5,723353.98,51.48,10785.0
2011-05-05,17.1,726615.302,50.65,10666.55
2011-05-06,18.1,721232.78,46.92,10555.0
2011-05-07,15.9,643463.79,44.73,10555.0
2011-05-08,16.5,577050.6780000001,43.06,10555.0
2011-05-09,17.9,706545.974,49.7,10458.2
2011-05-10,19.1,728325.2770000001,49.84,10417.65
2011-05-11,19.3,732314.7270000002,50.34,10525.85
2011-05-12,19.2,732970.106,47.72,10435.75
2011-05-13,19.7,729702.8230000001,49.02,10444.35
2011-05-14,17.9,657056.7030000001,49.49,10444.35
2011-05-15,16.4,582278.371,34.15,10444.35
2011-05-16,17.3,703877.9060000002,52.56,10318.0
2011-05-17,18.2,720286.735,50.45,10368.95
2011-05-18,18.1,733284.8100000002,49.11,10328.2
2011-05-19,17.6,730295.7990000002,50.58,10353.8
2011-05-20,17.9,718021.058,50.64,10320.4
2011-05-21,18.9,642166.588,50.46,10320.4
2011-05-22,19.5,580824.463,49.77,10320.4
2011-05-23,20.5,721325.5100000001,51.5,10076.55
2011-05-24,21.3,751955.0090000001,48.76,10126.0
2011-05-25,22.3,763354.593,52.71,10142.9
2011-05-26,20.5,768988.4090000001,52.33,10253.95
2011-05-27,19.3,753573.9789999999,50.93,10284.75
2011-05-28,19.9,660433.7540000001,49.93,10284.75
2011-05-29,20.3,599687.3640000001,49.23,10284.75
2011-05-30,19.6,719798.783,50.89,10251.3
2011-05-31,17.9,740148.281,49.2,10412.8
2011-06-01,16.7,736507.7080000001,47.93,10431.15
2011-06-02,16.6,731586.4180000001,46.77,10294.9
2011-06-03,17.7,728179.3920000001,50.11,10224.25
2011-06-04,18.5,650939.7449999999,47.7,10224.25
2011-06-05,18.8,593263.936,46.12,10224.25
2011-06-06,18.0,717827.573,48.92,10201.7
2011-06-07,16.8,729124.2440000002,47.01,10165.8
2011-06-08,16.9,726958.595,46.48,10099.3
2011-06-09,17.4,726197.136,50.5,10080.65
2011-06-10,18.0,729081.8020000001,46.92,10020.35
2011-06-11,18.8,651720.476,49.59,10020.35
2011-06-12,21.1,597597.0639999999,49.82,10020.35
2011-06-13,21.7,709296.4510000001,48.89,9951.75
2011-06-14,21.9,765953.7620000001,52.46,10079.1
2011-06-15,22.5,781388.47,52.88,10018.75
2011-06-16,21.6,781068.1900000002,50.84,9868.55
2011-06-17,21.9,775007.178,49.18,9981.6
2011-06-18,21.1,689770.13,47.31,9981.6
2011-06-19,21.5,619463.7510000002,49.24,9981.6
2011-06-20,23.3,771419.0949999999,52.81,9986.15
2011-06-21,24.0,807857.306,53.18,10154.15
2011-06-22,22.8,807255.0109999998,50.3,10217.25
2011-06-23,21.6,758158.685,51.17,10040.9
2011-06-24,22.4,732479.8220000002,52.53,9926.75
2011-06-25,24.7,706602.2809999998,54.0,9926.75
2011-06-26,26.7,659247.6980000001,53.38,9926.75
2011-06-27,26.4,819452.1630000001,53.57,9838.3
2011-06-28,23.9,840966.746,53.53,9912.8
2011-06-29,22.4,831145.953,51.17,10116.55
2011-06-30,22.4,822543.6740000001,54.5,10275.85
2011-07-01,23.4,815518.981,60.66,10429.25
2011-07-02,24.8,734509.8130000002,56.0,10429.25
2011-07-03,23.5,654919.4379999997,49.35,10429.25
2011-07-04,22.5,769975.5860000004,50.55,10476.3
2011-07-05,23.6,811716.9929999999,53.34,10375.55
2011-07-06,23.3,825209.3080000001,51.47,10209.2
2011-07-07,21.6,810750.499,48.49,10239.75
2011-07-08,21.7,801231.461,49.94,10090.75
2011-07-09,23.4,717117.0340000002,53.05,10090.75
2011-07-10,23.7,649712.7229999999,53.75,10090.75
2011-07-11,24.4,803303.5109999998,54.07,9729.2
2011-07-12,22.8,822854.465,51.7,9483.2
2011-07-13,20.8,795703.9900000001,45.62,9613.85
2011-07-14,21.3,787722.488,53.21,9606.9
2011-07-15,22.9,794878.159,53.14,9528.45
2011-07-16,24.0,716612.8640000002,46.75,9528.45
2011-07-17,22.4,644718.3879999998,42.29,9528.45
2011-07-18,21.0,759632.227,46.89,9421.65
2011-07-19,21.1,778794.2439999997,49.2,9460.05
2011-07-20,21.6,779200.7149999999,50.5,9637.85
2011-07-21,22.4,794634.0399999999,49.46,9862.0
2011-07-22,21.5,777917.5060000002,48.98,10119.35
2011-07-23,21.3,683024.5709999999,51.13,10119.35
2011-07-24,21.2,612801.5850000001,46.92,10119.35
2011-07-25,22.7,705686.231,50.19,9918.1
2011-07-26,23.9,785359.753,50.05,9843.6
2011-07-27,23.3,789031.4750000002,47.64,9675.95
2011-07-28,23.6,791079.5889999999,50.06,9612.25
2011-07-29,24.1,784435.73,51.08,9589.4
2011-07-30,23.9,692132.78,44.45,9589.4
2011-07-31,23.8,620909.3300000001,49.89,9589.4
2011-08-01,24.4,750733.2859999997,51.36,9534.35
2011-08-02,23.1,755284.3539999999,52.39,9228.75
2011-08-03,23.6,762726.8469999998,54.32,9127.95
2011-08-04,24.8,775525.8409999998,51.05,8953.1
2011-08-05,24.6,774415.2310000001,52.6,8691.7
2011-08-06,24.8,698976.983,47.63,8691.7
2011-08-07,24.3,638554.4759999999,49.57,8691.7
2011-08-08,23.2,748381.299,50.06,8742.2
2011-08-09,22.9,753563.7730000002,48.61,8381.349999999999
2011-08-10,23.4,757400.021,50.27,8289.9
2011-08-11,24.6,765068.42,54.61,8030.5
2011-08-12,24.6,758084.747,55.03,8346.65
2011-08-13,24.5,680443.8060000001,49.39,8346.65
2011-08-14,25.1,627458.6500000001,52.84,8346.65
2011-08-15,25.3,642720.5530000001,54.4,8656.4
2011-08-16,26.0,758518.3320000002,55.01,8584.25
2011-08-17,25.5,776784.384,53.54,8673.8
2011-08-18,25.4,779458.3790000001,54.29,8405.3
2011-08-19,26.8,789421.2089999998,55.71,8154.0
2011-08-20,28.2,727929.7120000002,51.24,8154.0
2011-08-21,26.1,657776.627,52.14,8154.0
2011-08-22,23.9,766209.5659999998,53.92,8236.45
2011-08-23,23.5,790956.6670000002,57.3,8331.75
2011-08-24,23.4,796132.0919999998,59.78,8324.25
2011-08-25,23.5,796545.5310000001,56.29,8361.55
2011-08-26,21.6,778669.3720000002,49.23,8184.150000000001
2011-08-27,20.5,673296.9110000002,53.85,8184.150000000001
2011-08-28,22.2,625479.5219999999,51.9,8184.150000000001
2011-08-29,22.9,770858.735,58.09,8342.7
2011-08-30,22.9,796511.1980000002,56.84,8440.6
2011-08-31,22.4,804908.5899999999,55.67,8581.7
2011-09-01,22.7,797786.3079999997,55.55,8708.55
2011-09-02,21.2,775799.8349999998,59.16,8531.9
2011-09-03,20.4,672610.1689999999,57.35,8531.9
2011-09-04,20.9,614618.568,53.51,8531.9
2011-09-05,20.7,751794.9940000001,57.61,8180.3
2011-09-06,22.0,782342.5899999999,54.74,8006.0
2011-09-07,22.9,798344.1550000001,58.45,8102.6
2011-09-08,23.5,788024.608,57.31,8248.05
2011-09-09,24.5,782878.6329999999,56.33,8089.75
2011-09-10,23.6,706751.7329999999,53.9,8089.75
2011-09-11,22.2,640377.753,52.15,8089.75
2011-09-12,23.3,785871.164,60.0,7689.65
2011-09-13,23.8,810268.247,58.11,7671.1
2011-09-14,24.0,819033.2860000002,57.74,7903.45
2011-09-15,24.3,815478.2330000001,61.76,8272.15
2011-09-16,23.4,808450.8820000001,62.91,8360.150000000001
2011-09-17,22.2,709913.801,60.72,8360.150000000001
2011-09-18,19.4,627664.0549999999,36.25,8360.150000000001
2011-09-19,18.3,735741.5830000001,59.44,8212.25
2011-09-20,20.2,755132.1379999999,63.28,8262.95
2011-09-21,21.0,764948.8920000002,64.36,8282.2
2011-09-22,21.2,774546.2910000001,64.17,7908.65
2011-09-23,20.5,760209.533,63.16,7819.25
2011-09-24,19.6,661343.4170000001,59.47,7819.25
2011-09-25,20.2,598798.8809999999,54.04,7819.25
2011-09-26,21.3,738822.0390000001,65.36,8077.700000000001
2011-09-27,21.8,764566.986,66.51,8447.8
2011-09-28,21.6,762051.1510000001,62.28,8495.7
2011-09-29,21.7,758394.803,61.33,8537.099999999999
2011-09-30,21.5,754459.0109999999,61.95,8509.95
2011-10-01,21.4,667200.3649999999,57.12,8509.95
2011-10-02,21.1,604185.167,54.91,8509.95
2011-10-03,20.8,737874.436,67.44,8341.599999999999
2011-10-04,20.6,753877.101,65.37,8168.5
2011-10-05,20.9,761403.351,63.5,8386.5
2011-10-06,20.2,764644.594,61.57,8603.0
2011-10-07,18.0,747101.665,56.68,8762.0
2011-10-08,16.7,651597.346,52.92,8762.0
2011-10-09,17.1,589849.2730000002,47.43,8762.0
2011-10-10,19.4,718306.6830000002,65.44,8842.5
2011-10-11,20.5,734623.2489999998,66.57,8795.55
2011-10-12,20.6,622927.995,67.14,8880.2
2011-10-13,20.3,726890.387,64.77,8965.45
2011-10-14,19.6,733211.8959999998,67.4,8937.15
2011-10-15,18.8,650647.3880000002,64.98,8937.15
2011-10-16,18.1,590232.6449999999,58.46,8937.15
2011-10-17,17.5,720502.9519999999,67.3,8956.55
2011-10-18,17.0,735451.5920000001,66.92,8773.150000000001
2011-10-19,16.3,740239.1749999999,64.64,8853.9
2011-10-20,14.7,738404.278,59.73,8698.099999999999
2011-10-21,14.2,734558.8880000003,61.92,8774.45
2011-10-22,15.8,649389.3360000001,56.74,8774.45
2011-10-23,16.6,592643.6709999999,38.11,8774.45
2011-10-24,14.6,713766.1349999999,53.98,8896.05
2011-10-25,13.0,718080.7319999998,50.83,8887.45
2011-10-26,13.1,741963.0170000002,52.54,8882.400000000001
2011-10-27,15.0,746929.3639999998,51.01,9168.0
2011-10-28,14.1,736809.024,57.74,9254.9
2011-10-29,14.6,655680.9599999998,65.01,9254.9
2011-10-30,15.7,616986.1469999999,59.54,9254.9
2011-10-31,15.6,658207.069,54.14,9066.55
2011-11-01,16.1,598623.8599999999,51.73,8628.15
2011-11-02,16.4,722121.6489999997,45.37,8563.4
2011-11-03,14.9,740742.9770000001,44.56,8598.45
2011-11-04,12.5,742888.503,59.0,8657.75
2011-11-05,11.3,664670.9159999997,42.58,8657.75
2011-11-06,11.6,614241.7079999999,23.73,8657.75
2011-11-07,12.5,740385.6670000001,53.83,8453.75
2011-11-08,12.5,757268.7530000001,52.17,8559.5
2011-11-09,13.4,751952.7649999999,52.57,8435.85
2011-11-10,14.4,756087.9810000001,52.0,8337.9
2011-11-11,15.2,746869.954,51.17,8421.650000000001
2011-11-12,16.2,659935.9670000001,43.27,8421.650000000001
2011-11-13,16.3,605595.3359999999,24.04,8421.650000000001
2011-11-14,14.4,741198.419,42.94,8479.2
2011-11-15,12.3,758441.2170000001,51.08,8262.45
2011-11-16,12.0,760641.4150000002,54.54,8314.5
2011-11-17,11.5,764010.5040000001,53.32,8268.099999999999
2011-11-18,12.1,762074.3869999998,50.27,8291.75
2011-11-19,12.6,681318.6630000001,51.33,8291.75
2011-11-20,13.2,619468.28,47.77,8291.75
2011-11-21,12.8,749036.0260000001,55.1,8162.1
2011-11-22,11.2,773462.4189999999,50.05,7998.950000000001
2011-11-23,12.6,769346.215,50.16,7837.700000000001
2011-11-24,11.9,770714.1279999999,52.22,7773.85
2011-11-25,11.2,766096.495,52.78,7690.0
2011-11-26,10.6,686003.1350000001,50.66,7690.0
2011-11-27,9.4,639886.84,50.99,7690.0
2011-11-28,9.1,783441.892,57.19,7989.0
2011-11-29,9.9,799132.6819999998,53.12,8085.549999999999
2011-11-30,9.8,799016.2219999998,52.03,8235.3
2011-12-01,10.1,795570.5869999999,49.21,8430.5
2011-12-02,9.4,793076.0309999998,47.01,8560.9
2011-12-03,9.2,711729.0289999997,52.21,8560.9
2011-12-04,10.0,653940.6159999999,45.94,8560.9
2011-12-05,11.2,748870.2869999999,49.41,8686.15
2011-12-06,10.8,685607.2540000001,49.88,8690.150000000001
2011-12-07,10.2,750773.201,53.05,8678.0
2011-12-08,9.5,675305.7750000001,52.67,8600.95
2011-12-09,8.3,743007.0249999999,52.84,8520.6
2011-12-10,8.7,710065.599,54.4,8520.6
2011-12-11,8.6,673357.73,53.17,8520.6
2011-12-12,9.8,801893.4070000001,55.12,8495.2
2011-12-13,10.5,816256.6200000001,48.57,8352.349999999999
2011-12-14,11.1,809414.2590000001,46.76,8276.25
2011-12-15,10.1,810847.0890000002,44.55,8242.900000000001
2011-12-16,10.2,813602.0609999999,41.01,8237.900000000001
2011-12-17,8.0,725008.7880000001,46.15,8237.900000000001
2011-12-18,6.5,686693.38,47.71,8237.900000000001
2011-12-19,6.0,824403.9250000002,56.72,8237.45
2011-12-20,7.6,837406.078,49.59,8334.9
2011-12-21,10.8,812666.8369999999,49.26,8461.85
2011-12-22,10.2,789645.9650000001,49.71,8445.3
2011-12-23,8.2,765045.2590000001,48.87,8544.9
2011-12-24,8.1,664125.4369999999,40.45,8544.9
2011-12-25,7.3,585068.3210000001,45.18,8544.9
2011-12-26,7.1,671321.8570000002,47.56,8544.9
2011-12-27,7.0,751545.9929999999,53.02,8539.349999999999
2011-12-28,7.1,756819.6049999996,52.71,8452.65
2011-12-29,7.1,755696.428,46.71,8397.55
2011-12-30,6.8,744812.936,50.58,8528.6
2011-12-31,9.3,671699.676,47.45,8528.6
2012-01-01,9.6,592816.868,41.09,8528.6
2012-01-02,9.6,726091.7919999998,38.38,8640.8
2012-01-03,8.4,779284.5020000003,46.37,8670.2
2012-01-04,9.1,790304.773,47.68,8614.05
2012-01-05,9.9,761679.0410000001,50.32,8449.95
2012-01-06,10.3,637431.6510000002,44.23,8339.849999999999
2012-01-07,9.4,682415.076,52.34,8339.849999999999
2012-01-08,8.1,666702.924,49.92,8339.849999999999
2012-01-09,7.3,810158.508,56.11,8327.25
2012-01-10,6.9,841234.032,54.27,8412.55
2012-01-11,6.3,851423.5439999999,55.6,8446.25
2012-01-12,6.4,855601.9989999997,60.91,8497.45
2012-01-13,6.8,848983.8679999999,62.07,8457.8
2012-01-14,6.5,762151.9900000001,55.46,8457.8
2012-01-15,5.8,713670.7949999999,53.79,8457.8
2012-01-16,6.0,861532.5439999999,55.05,8419.1
2012-01-17,7.3,858731.2550000001,61.13,8511.2
2012-01-18,7.3,852484.6340000002,61.45,8496.4
2012-01-19,8.5,847962.2360000001,61.13,8518.849999999999
2012-01-20,9.1,831690.1190000001,54.8,8569.349999999999
2012-01-21,9.4,739371.0360000001,56.31,8569.349999999999
2012-01-22,9.0,683581.1390000001,51.24,8569.349999999999
2012-01-23,8.9,815497.7860000002,52.1,8598.35
2012-01-24,8.6,828689.5040000001,54.41,8558.0
2012-01-25,7.8,834103.4219999999,54.72,8550.85
2012-01-26,7.0,841521.0109999997,54.19,8652.6
2012-01-27,7.0,843149.2150000001,52.03,8685.7
2012-01-28,7.0,753368.58,53.79,8685.7
2012-01-29,5.8,700995.3069999999,45.92,8685.7
2012-01-30,5.6,838323.2799999998,58.3,8560.45
2012-01-31,6.5,863659.895,57.38,8533.15
2012-02-01,6.5,868496.6009999999,53.09,8639.099999999999
2012-02-02,2.8,898222.2670000002,48.95,8735.65
2012-02-03,1.5,911010.9730000002,51.1,8797.2
2012-02-04,1.4,834218.3329999998,50.52,8797.2
2012-02-05,4.3,776743.403,48.86,8797.2
2012-02-06,7.4,881139.665,54.28,8796.45
2012-02-07,6.2,889630.9679999999,52.29,8791.349999999999
2012-02-08,2.4,912581.924,54.29,8881.650000000001
2012-02-09,3.2,916018.2180000002,60.58,8917.8
2012-02-10,3.8,899382.9029999997,60.47,8803.349999999999
2012-02-11,2.6,813980.1510000001,55.73,8803.349999999999
2012-02-12,1.5,762912.618,47.25,8803.349999999999
2012-02-13,2.7,908384.8380000002,56.44,8827.75
2012-02-14,5.5,914675.7289999998,55.24,8777.15
2012-02-15,6.0,893494.5850000001,59.5,8786.25
2012-02-16,6.7,881969.9339999997,56.77,8564.25
2012-02-17,6.7,864999.0760000001,66.6,8660.5
2012-02-18,6.8,767476.3459999999,64.92,8660.5
2012-02-19,7.3,703878.222,57.77,8660.5
2012-02-20,6.4,834040.128,63.29,8766.8
2012-02-21,5.9,843898.5359999998,66.47,8780.15
2012-02-22,6.9,847478.4989999998,66.92,8716.3
2012-02-23,8.5,834393.9720000001,65.89,8577.3
2012-02-24,9.7,813897.9629999999,64.56,8512.3
2012-02-25,9.9,726743.469,58.29,8512.3
2012-02-26,11.9,657693.7900000002,48.63,8512.3
2012-02-27,11.1,770872.8459999999,58.3,8489.400000000001
2012-02-28,10.7,772205.6419999998,63.59,8528.15
2012-02-29,11.0,776701.966,70.09,8533.349999999999
2012-03-01,10.8,780691.428,61.84,8484.849999999999
2012-03-02,10.3,787919.0949999999,55.34,8561.150000000001
2012-03-03,11.3,696602.6740000001,53.64,8561.150000000001
2012-03-04,11.2,642961.4920000001,38.08,8561.150000000001
2012-03-05,9.5,764697.2870000001,56.44,8480.8
2012-03-06,8.4,791497.5719999997,55.7,8296.5
2012-03-07,8.6,796542.7899999997,63.08,8141.900000000001
2012-03-08,10.0,797150.727,53.37,8227.65
2012-03-09,10.4,785662.4440000001,52.11,8286.65
2012-03-10,10.4,699505.1780000001,46.02,8286.65
2012-03-11,11.0,639868.591,45.8,8286.65
2012-03-12,12.1,751047.75,59.26,8227.95
2012-03-13,12.9,762608.4569999999,56.87,8298.85
2012-03-14,13.7,756252.1340000001,57.82,8436.55
2012-03-15,13.6,754769.1150000002,54.51,8375.95
2012-03-16,12.2,750861.8089999999,49.82,8432.849999999999
2012-03-17,11.6,676632.1059999999,44.97,8432.849999999999
2012-03-18,10.2,623485.2369999997,41.05,8432.849999999999
2012-03-19,8.9,698286.2159999999,49.99,8517.65
2012-03-20,8.0,791965.0060000002,50.25,8557.25
2012-03-21,7.8,808374.9539999999,54.0,8528.9
2012-03-22,9.6,788088.2790000001,54.43,8387.349999999999
2012-03-23,12.0,770609.9009999997,49.4,8289.7
2012-03-24,13.7,678814.2920000001,51.45,8289.7
2012-03-25,14.1,586084.593,45.96,8289.7
2012-03-26,14.2,730795.4929999998,52.31,8212.849999999999
2012-03-27,14.0,743129.2390000002,48.69,8238.35
2012-03-28,14.1,727958.2619999999,48.9,8071.9
2012-03-29,13.7,630889.279,39.74,7944.45
2012-03-30,14.4,699453.546,51.81,7959.1
2012-03-31,14.3,643882.1730000001,53.4,7959.1
2012-04-01,14.4,586704.796,46.49,7959.1
2012-04-02,13.7,697902.3419999998,59.51,7954.8
2012-04-03,12.4,717866.1599999999,56.08,7948.55
2012-04-04,11.6,715673.9090000001,53.25,7734.0
2012-04-05,10.6,630786.7189999998,50.64,7628.950000000001
2012-04-06,9.1,585879.3010000002,47.03,7628.950000000001
2012-04-07,9.4,616796.268,41.43,7628.950000000001
2012-04-08,11.8,575752.726,34.98,7628.950000000001
2012-04-09,13.6,629262.2779999999,45.78,7628.950000000001
2012-04-10,13.3,717855.1360000002,30.78,7533.55
2012-04-11,12.0,732914.283,47.48,7500.549999999999
2012-04-12,11.7,736462.613,56.25,7510.1
2012-04-13,10.9,737193.2920000001,44.2,7351.95
2012-04-14,10.7,670207.5179999998,35.83,7351.95
2012-04-15,9.5,617976.13,31.41,7351.95
2012-04-16,9.5,735264.2240000002,48.71,7259.0
2012-04-17,11.4,754376.448,47.77,7255.05
2012-04-18,11.5,762962.6109999999,31.45,7221.6
2012-04-19,12.4,762996.0689999999,33.55,7029.05
2012-04-20,13.3,750706.6630000002,39.54,6958.55
2012-04-21,14.1,661256.2439999998,39.69,6958.55
2012-04-22,13.4,597559.167,42.31,6958.55
2012-04-23,12.9,707171.9190000001,30.81,6902.5
2012-04-24,12.5,733168.1549999997,42.03,6929.549999999999
2012-04-25,13.6,736064.9249999999,32.97,7118.45
2012-04-26,14.3,738772.9200000002,49.37,7057.450000000001
2012-04-27,14.2,732354.54,62.57,7012.8
2012-04-28,11.7,662337.457,46.87,7012.8
2012-04-29,11.2,602824.331,40.22,7012.8
2012-04-30,11.2,667905.8719999997,39.75,7105.15
2012-05-01,11.7,579857.7820000001,31.27,7105.15
2012-05-02,13.4,686916.3000000002,44.91,6947.05
2012-05-03,14.2,726119.9199999999,40.08,6910.05
2012-05-04,14.3,726479.146,34.17,6905.0
2012-05-05,14.0,647696.161,39.02,6905.0
2012-05-06,14.1,581592.604,37.12,6905.0
2012-05-07,15.0,702252.626,40.67,6910.7
2012-05-08,18.2,727053.3030000001,38.91,7071.7
2012-05-09,20.2,719922.0339999999,44.14,6877.450000000001
2012-05-10,21.9,721758.1170000001,41.26,6961.65
2012-05-11,21.9,724845.626,45.31,6908.3
2012-05-12,21.9,652661.7780000003,43.93,6908.3
2012-05-13,21.2,599719.8569999998,36.84,6908.3
2012-05-14,20.2,716836.5129999999,48.61,6834.9
2012-05-15,18.6,723690.09,47.87,6768.45
2012-05-16,18.9,732453.4840000003,49.83,6647.549999999999
2012-05-17,19.6,733704.3640000002,41.73,6543.65
2012-05-18,18.4,724883.7790000002,54.09,6503.549999999999
2012-05-19,15.7,639672.713,44.37,6503.549999999999
2012-05-20,13.1,577922.563,31.88,6503.549999999999
2012-05-21,13.6,695104.985,38.9,6530.3
2012-05-22,17.0,721055.028,49.2,6601.6
2012-05-23,18.9,718431.0960000001,50.52,6511.85
